asin,title,keyword_ids,english_keywords,relevance_pct,n,matches
B0009V7D1O,Lenco SCD-24 WHITE - CD Player - Radio-CD Player - auch für Kinder,119;104,kids cd player|portable cd player,100;50,2,"kids cd player(id119,100%,title) | portable cd player(id104,50%,body)"
B00331A1M0,"Lenco SCD-37 Lecteur CD pour enfants - Radio CD - Chaîne stéréo - Boombox - Tuner radio FM - Port USB - MP3-2 x 1,5 W de puissance RMS - Fonctionne sur secteur et sur piles - Rouge",119;123,kids cd player|stereo system,100;56,2,"kids cd player(id119,100%,title) | stereo system(id123,56%,title)"
B00331A1NY,"Lenco SCD-37 - CD-Player für Kinder - CD-Radio - Stereoanlage - Boombox - UKW Radiotuner - USB Anschluss - MP3 - 2 x 1,5 W RMS-Leistung - Netz- und Batteriebetrieb - Blau",119;103;104,kids cd player|mp3 player|portable cd player,100;67;58,3,"kids cd player(id119,100%,title) | mp3 player(id103,67%,title) | portable cd player(id104,58%,body)"
B004IZKVA2,Lenco Radio CD-speler SCD-38 Draagbare MP3-radio USB FM-adapter op batterijen Blauw,104;102;103,portable cd player|portable radio|mp3 player,100;67;67,3,"portable cd player(id104,100%,title) | portable radio(id102,67%,title) | mp3 player(id103,67%,title)"
B004OW242W,Lenco CD SCD-38 Radio Lecteur - Radio Portable MP3 - USB - FM - Fonctionne sur adaptateur et sur piles - Vert,104;102;103,portable cd player|portable radio|mp3 player,100;83;67,3,"portable cd player(id104,100%,title) | portable radio(id102,83%,title) | mp3 player(id103,67%,title)"
B00563SGRA,"Batterie ricaricabili Profoon BAT-800, Idruro di nichel metallico (NiMH), 800 mAh 1,2 V, Tipo: AAA, Set di 2",218;224,rechargeable batteries|aaa batteries,100;80,2,"rechargeable batteries(id218,100%,title) | aaa batteries(id224,80%,title)"
B00563SH9M,"Alecto ANV-18 Lampada notturna LED – luce blu a risparmio energetico con presa - accensione/spegnimento automatico - lunga durata - ideale per cameretta, stanza del bambino o corridoio",456;404,led lamp|night light,100;67,2,"led lamp(id456,100%,title) | night light(id404,67%,title)"
B00606EM9S,Alecto Bébé DBX-85 VigilaBébés Eco - Vigilabebés Audio - Vigilabebés Digital con tecnología DECT - Alcance de 300 Metros -Indicador de Sonido LED y luz Nocturna - Azul,,,,0,
B00606EU7W,Alecto Bébé DBX-88 ECO DECT Baby Monitor Audio Babyphone avec connexion sécurisée - Affichage de la température - Berceuses - VOX - Langue de visualisation informatique - Bleu,224;218;480,aaa batteries|rechargeable batteries|network adapter,100;80;80,3,"aaa batteries(id224,100%,body) | rechargeable batteries(id218,80%,body) | network adapter(id480,80%,body)"
B006MEARZQ,Profoon TX310 Button Telefoon,,,,0,
B006UZVCY2,Alecto Pluviomètre sans Fil ws-1200,,,,0,
B006UZVE9A,"Alecto Station météo sans Fil WS-1700, Gris, 39 x 174 x 305 mm",171,weather station,100,1,"weather station(id171,100%,title)"
B0077KXIAU,"Lenco SCD24 - CD-speler voor kinderen - CD-radio - stereosysteem - boombox - FM-radiotuner - trackgeheugen - 2 x 1,5 W RMS-vermogen - AC- en batterijvoeding - groen zwart",126;104;102,cd player|portable cd player|portable radio,100;70;50,3,"cd player(id126,100%,title) | portable cd player(id104,70%,body) | portable radio(id102,50%,body)"
B007NG5CB6,"Fysic Fx-6020 Big Button Dect Twinset,Zwart",,,,0,
B007NG5LPS,"FX-6000 Schnurloses Festnetztelefon - extra große Tasten, einfache Bedienung, Klingelblitzlicht, Klingelton sehr laut einstellbar - Ideal für Senioren geeignet",438,landline phone,100,1,"landline phone(id438,100%,title)"
B007TX9XE0,"Imperial 22-130-00 Dabman 30 - DAB+ Radio, DAB Plus Radio, Küchenradio, Mini Radio Dab, Badradio Digitalradio (DAB+/DAB/UKW, Aux In, inkl. Netzteil) braun",128;103,dab+ radio|mp3 player,100;50,2,"dab+ radio(id128,100%,title) | mp3 player(id103,50%,body)"
B0089AK54E,Lenco Radio Lecteur CD SCD-24 pour Enfant Chaîne Stéréo Prise Casque Aux in - Écran LCD - Batterie et Alimentation électrique - Bleu,119;32;123,kids cd player|kids headphones|stereo system,100;75;62,3,"kids cd player(id119,100%,title) | kids headphones(id32,75%,title) | stereo system(id123,62%,title)"
B0089AK54Y,"Lenco SCD24 - CD-speler voor kinderen - CD-radio - stereo-installatie - Boombox - FM-radiotuner - titelopslag - 2 x 1,5 W RMS-vermogen - voeding en batterij - rood",123;126;104;102,stereo system|cd player|portable cd player|portable radio,100;100;70;50,4,"stereo system(id123,100%,title) | cd player(id126,100%,title) | portable cd player(id104,70%,body) | portable radio(id102,50%,body)"
B00947DA9S,"Gastronoma Tritaghiaccio in acciaio inox ideale per bibite, cocktail o preparazione di dessert freddi,1 kg di ghiaccio tritato al minuto, capacità 3 litri, 80 watt",,,,0,
B009B0WWVU,Nettoyeur vapeur portable,66,steam cleaner,100,1,"steam cleaner(id66,100%,title)"
B00A98NQYK,Alecto ADB-17 Campanello senza fili - campanello wireless - portata 30 m - segnale acustico e visivo - segnale criptato - bianco,337,wireless doorbell,100,1,"wireless doorbell(id337,100%,title)"
B00A98QUES,"Alecto ANV-21 led-nachtlampje, automatisch in- en uitschakelen bij donker/helder",404,night light,100,1,"night light(id404,100%,title)"
B00A98TTLE,"Alecto LED Nachtlicht, ANV-20 - automatisches Ein- et Ausschalten bei dunkel/brillant werden",404,night light,100,1,"night light(id404,100%,title)"
B00BAS2BCQ,Lenco L-3810GY - Plattenspieler - Schallplattenspieler - Vinyl Player,122;123;673,record player|stereo system|preamplifier,100;100;50,3,"record player(id122,100%,title) | stereo system(id123,100%,body) | preamplifier(id673,50%,body)"
B00E0KBLHC,Fysic FM-7500 Cellulari per Anziani - Senior Extra Large Button Phone con caricatore da tavolo - Telefono a tasti grandi per anziani - Nero,441,senior phone,100,1,"senior phone(id441,100%,title)"
B00FU3IQGW,Profoon D-Sign Graham Retro Telefoon,438,landline phone,100,1,"landline phone(id438,100%,body)"
B00GA0805G,"Revo SuperConnect Internet-/DAB+ Radio (Internet/DAB+/DAB/UKW,Spotify,WLAN,Aux In,Cinch-Out,Kopfhörer Ausgang,inkl. Netzteil) walnuß-silber",128;129,dab+ radio|internet radio,100;100,2,"dab+ radio(id128,100%,title) | internet radio(id129,100%,title)"
B00GNWFBSK,Lenco Lco Mp3 BT X760 4Go NOI Noir,112;103,mp4 player|mp3 player,100;80,2,"mp4 player(id112,100%,body) | mp3 player(id103,80%,body)"
B00O4DTDEI,Lco Platine Mmc Ump3 L85 Noi,122;673,record player|preamplifier,100;50,2,"record player(id122,100%,title) | preamplifier(id673,50%,body)"
B00V33G4TO,"Alecto DBX-10 Baby monitor digitale, Bianco",,,,0,
B00VFOZ960,ICES ICR-210 PINK - Uhrenradio - Radiowecker mit Stromkabel - 2 Weckzeiten,414;437;127;130;413,clock radio|senior alarm|radio|tuner|alarm clock,100;100;50;50;50,5,"clock radio(id414,100%,title) | senior alarm(id437,100%,body) | radio(id127,50%,body) | tuner(id130,50%,body) | alarm clock(id413,50%,body)"
B00VFP2T62,iCES ICR-210 WHITE - Uhrenradio - Radiowecker mit Stromkabel - 2 Weckzeiten,414;437;127;130;413,clock radio|senior alarm|radio|tuner|alarm clock,100;100;50;50;50,5,"clock radio(id414,100%,title) | senior alarm(id437,100%,body) | radio(id127,50%,body) | tuner(id130,50%,body) | alarm clock(id413,50%,body)"
B00VFP3Y7A,iCES ICR-210 BLUE - Uhrenradio - Radiowecker mit Stromkabel - 2 Weckzeiten,414;437;127;130;413,clock radio|senior alarm|radio|tuner|alarm clock,100;100;50;50;50,5,"clock radio(id414,100%,title) | senior alarm(id437,100%,body) | radio(id127,50%,body) | tuner(id130,50%,body) | alarm clock(id413,50%,body)"
B00X7B2WHS,"Ces Icr-230 Radio-Réveil - Radio-Réveil avec 2 Heures D'Alarme - Pll Fm - Fonction Snooze - Minuterie De Sommeil - Réserve De Marche, Petit, Noir",414,clock radio,100,1,"clock radio(id414,100%,title)"
B012T45FFY,Trebs 99294 déshumidificateur,72,dehumidifier,100,1,"dehumidifier(id72,100%,title)"
B013PUUZ38,"Lenco SCD-420 Silver Tragbares UKW-Radio mit Toplader CD-Spieler und Kassettendeck, LCD Display, Wiederholungsfunktion, Auto-Stopp, Kopfhöreranschluss, Default",102;104;10;141,portable radio|portable cd player|portable speaker|cassette deck,100;88;50;50,4,"portable radio(id102,100%,title) | portable cd player(id104,88%,body) | portable speaker(id10,50%,body) | cassette deck(id141,50%,title)"
B013PUUZS8,"Lenco SCD-420RD Draagbare FM-radio met bovenlader, cd-speler en cassettedeck, lcd-display, herhalingsfunctie, automatische stop, hoofdtelefoonaansluiting",104;102,portable cd player|portable radio,100;67,2,"portable cd player(id104,100%,title) | portable radio(id102,67%,title)"
B013PUV1FY,Lenco CR-07 Blanc,129;414,internet radio|clock radio,100;100,2,"internet radio(id129,100%,body) | clock radio(id414,100%,body)"
B013PUV474,Lenco CR-07. Colore: Pink.,129,internet radio,100,1,"internet radio(id129,100%,body)"
B014J7OIA2,"Lenco Platenspeler Met Directe Aandrijving, Usb, Mmc, Digitalisering Via PC, Afneembare Stofkap Wit",122;673,record player|preamplifier,100;50,2,"record player(id122,100%,title) | preamplifier(id673,50%,body)"
B014J7QIKA,Giradischi Lenco (Matt Grey L-3808) Trazione Diretta Con Uscita Usb Preamplifica,133;122;123;573,phono preamp|record player|stereo system|turntable stylus,100;80;80;80,4,"phono preamp(id133,100%,body) | record player(id122,80%,title) | stereo system(id123,80%,body) | turntable stylus(id573,80%,body)"
B015ZNW5AO,"Imperial DABMAN i200 DAB Radio, Internetradio WLAN, DAB Plus Radio, DAB Bluetooth, Küchenradio, WLAN Radio (Stereo Sound, Internetradio/DAB+ / DAB/UKW, LAN, Aux-In, Line-Out, Spotify) holzoptik",128;129,dab+ radio|internet radio,100;50,2,"dab+ radio(id128,100%,title) | internet radio(id129,50%,body)"
B017XGAXLY,Profoon PDX-8420TE DECT-Telefon 2 Mobilteile Weiß/Taupe,,,,0,
B019FPK4D8,"Alecto WS-4700 - estación meteorológica inalámbrica con sensor exterior - 5 en 1 - pantalla grande - memoria de datos - reloj radiocontrolado - fecha - fases lunares - negro, 13 x 5,4 x 27,8 cm",171,weather station,100,1,"weather station(id171,100%,title)"
B019S7BI60,"Imperial i110 22-320-00 Internetradio WLAN, Bluetooth, Küchenradio, WLAN - Internetradio (TFT Farbdisplay, Line-Out, Netzteil) schwarz",128;129;27,dab+ radio|internet radio|bluetooth headphones,100;100;80,3,"dab+ radio(id128,100%,body) | internet radio(id129,100%,body) | bluetooth headphones(id27,80%,body)"
B019S7BM34,"Imperial i110 22-320-00 Internetradio WLAN, Bluetooth, Küchenradio, WLAN - Internetradio (TFT Farbdisplay, Line-Out, Netzteil) braun",128;129;27,dab+ radio|internet radio|bluetooth headphones,100;100;80,3,"dab+ radio(id128,100%,body) | internet radio(id129,100%,body) | bluetooth headphones(id27,80%,body)"
B01AT9OO76,Axx Phono Vintage Tt-34,,,,0,
B01AT9OXSQ,Axx Phono Vintage Tcd-2500,126;292,cd player|digital receiver,100;80,2,"cd player(id126,100%,body) | digital receiver(id292,80%,body)"
B01BH6VMY8,"Profoon PDX-8400TE - DECT-Telefon mit 1 Mobilteil, Weiß/Taupe",,,,0,
B01C42EKIE,"Imperial DABMAN i200 DAB Radio, Internetradio WLAN, DAB Plus Radio, DAB Bluetooth, Küchenradio, WLAN Radio (Stereo Sound, Internetradio/DAB+ / DAB/UKW, LAN, Aux-In, Line-Out, Spotify) schwarz",128;129,dab+ radio|internet radio,100;50,2,"dab+ radio(id128,100%,title) | internet radio(id129,50%,body)"
B01EOW5UUE,"Lenco Radio-Wecker CR-18 Uhrenradio mit riesigem LED-Display (4,6 cm), dimmbar, 2 Weckzeiten (PLL UKW, USB-Lader, Dual-Alarm), weiß",224;127;413;414,aaa batteries|radio|alarm clock|clock radio,100;80;80;80,4,"aaa batteries(id224,100%,body) | radio(id127,80%,title) | alarm clock(id413,80%,title) | clock radio(id414,80%,title)"
B01HDPGYPE,"Lenco SCD24 - Lecteur CD pour enfants - Radio CD - Chaîne hi-fi - Boombox - Tuner radio FM - Mémoire de pistes - Puissance 2 x 1,5 W RMS - Fonctionne sur secteur et sur piles - Mauve",119,kids cd player,100,1,"kids cd player(id119,100%,title)"
B01LT4W3Y6,Lco Radio Cd Scd 650 Ble,127;313,radio|microphone,100;50,2,"radio(id127,100%,title) | microphone(id313,50%,body)"
B01LT4W44K,Lenco SCD-650PK - CD Player - Radio CD - CD Player Kinder,119;104;26,kids cd player|portable cd player|headset with microphone,100;58;50,3,"kids cd player(id119,100%,title) | portable cd player(id104,58%,body) | headset with microphone(id26,50%,body)"
B01LT4W4FY,"Lenco Boombox SCD-550 Blauw draagbaar met discolichteffect, FM-radio, USB Playback, Bluetooth, AUX-ingang, hoofdtelefoonaansluiting Blauw,Blauw/Zwart",117;104;102,mp3 player with bluetooth|portable cd player|portable radio,100;88;62,3,"mp3 player with bluetooth(id117,100%,body) | portable cd player(id104,88%,body) | portable radio(id102,62%,body)"
B01LW6A234,"Lenco Radio CD Portátil SCD-550SI Plateado con Bluetooth, USB, Radio FM",119;102;104,kids cd player|portable radio|portable cd player,100;73;73,3,"kids cd player(id119,100%,body) | portable radio(id102,73%,title) | portable cd player(id104,73%,body)"
B01LX235JB,"Trebs 99331 Batidora y Vaso para Batidos, Protección del Mango, Exprimidor Confort, Preparación Rápida, Batidos, Jugos, Bebidas Deportivas, 2 x 570 ml, 300 W, Verde",44,blender,100,1,"blender(id44,100%,title)"
B01LYTKSKJ,"Imperial DABMAN i200 DAB Radio, Internetradio WLAN, DAB Plus Radio, DAB Radio Bluetooth, Küchenradio, WLAN Radio(Stereo Sound / DAB+ / DAB / UKW, LAN, Bluetooth, Aux-In, Line-Out, Spotify) schwarz",128;117;126;129,dab+ radio|mp3 player with bluetooth|cd player|internet radio,100;80;50;50,4,"dab+ radio(id128,100%,title) | mp3 player with bluetooth(id117,80%,body) | cd player(id126,50%,body) | internet radio(id129,50%,body)"
B01M66407E,"Fysic FX-3930 draadloze telefoon met grote, goed leesbare toetsen, zes grote fotoschakelplaten, eenvoudige bediening, compatibel met hoortoestellen, beltoon bijzonder luid instelbaar, ideaal voor senioren, zwart",,,,0,
B01M8GPCZ8,Lenco SCD-27 BK Negro/Blanco,,,,0,
B01MYDJ5D1,"Lenco MES-405 Portable DVD player Da tavolo 9"" 480 x 234Pixel Nero lettore DVD/Blu-Ray portatile",108;250,portable dvd player|card reader,100;50,2,"portable dvd player(id108,100%,title) | card reader(id250,50%,body)"
B01N6CAUVZ,Alecto Balance bébé BC10 - Précis jusqu'à 5 grammes - Pèse jusqu'à 20 kg - Suivre la croissance de votre enfant - Fonctionne sur piles (inclus) - Blanc,,,,0,
B01N6HA33C,"Lenco DVP-9413 - Reproductor DVD 9"", USB - SD - DVB-T2 - TV HD Negro",250;40;103;126;273,card reader|headphones for tv|mp3 player|cd player|sd card,100;86;86;86;57,5,"card reader(id250,100%,body) | headphones for tv(id40,86%,body) | mp3 player(id103,86%,body) | cd player(id126,86%,body) | sd card(id273,57%,body)"
B01N6KKJ0N,"Lenco LS-50 Giradischi USB, con altoparlanti e amplificatore, 2 x 3 W",136,record player with speakers,100,1,"record player with speakers(id136,100%,title)"
B01N7LX8WM,"Lenco LS-50WD Giradischi USB, con altoparlanti e amplificatore, 2 x 3 W",136;573,record player with speakers|turntable stylus,100;50,2,"record player with speakers(id136,100%,title) | turntable stylus(id573,50%,body)"
B01N9J5KYQ,Lenco SCD-38 Tragbares UKW-Radio mit CD/MP3-Player (USB 2.0) Pink,103;102;126,mp3 player|portable radio|cd player,100;80;80,3,"mp3 player(id103,100%,title) | portable radio(id102,80%,title) | cd player(id126,80%,title)"
B06X3WGMG8,Fysic FX-5500 Big button Dect Telefoon,441,senior phone,100,1,"senior phone(id441,100%,body)"
B06X9L6BTP,Alecto WS-4800 Wetterstation Funk mit Außensensor - Funkwetterstation - 5-in-1 - großes Display - speichert Messwerte - Funkuhr - Datumsanzeige - Mondphasen - weiß,171;196;413,weather station|thermometer|alarm clock,100;50;50,3,"weather station(id171,100%,title) | thermometer(id196,50%,body) | alarm clock(id413,50%,body)"
B06X9NFLK3,"Alecto WS-2300 Batteria Nero, Bianco stazione meteorologica digitale - Stazioni meteorologiche digitali (Batteria, AA, Nero, Bianco)",171,weather station,100,1,"weather station(id171,100%,title)"
B06XGLXCY4,"Lenco DVD Portátil 10' DVP-1045 Negro, 2 Pantallas",108;33,portable dvd player|wired headphones,100;67,2,"portable dvd player(id108,100%,body) | wired headphones(id33,67%,body)"
B06ZY6SH55,"Alecto Weather Underground Stazione Meteo WiFi con App, sensore per Interno ed Esterno, Nero/Bianco, 19 x 12 x 12 cm, WS 5500",,,,0,
B0711791Y4,Lenco (Epb-015 White) Wirelees Bluetooth Con Microfono,313;314,microphone|usb microphone,100;100,2,"microphone(id313,100%,title) | usb microphone(id314,100%,body)"
B071DBMVND,PROFOON PDX-1120,,,,0,
B071K8S5PW,"Lenco PMX-250 200W - Party Speaker e Mixer DJ - Rectangle Black - Portable Speakers (Built-in, 25.4 cm (10""), 2.54 cm (1""), 7.62 cm (3""), 200 W, Wired & Wireless)",7;5;10,built-in speaker|party speaker|portable speaker,100;83;67,3,"built-in speaker(id7,100%,title) | party speaker(id5,83%,title) | portable speaker(id10,67%,title)"
B071X7XKTC,"Lenco CR-630 BLACK Orologio, Radio, 10 stazioni memorizzabili per FM e DAB + Nero",128;456;129,dab+ radio|led lamp|internet radio,100;75;50,3,"dab+ radio(id128,100%,title) | led lamp(id456,75%,body) | internet radio(id129,50%,body)"
B072287VK5,"ALECTO Station météo d'intérieur, température, hygromètre, Blanc, 6,2 x 10 x 10 cm, WS-75",171,weather station,100,1,"weather station(id171,100%,title)"
B072ZWQ61K,Trebs Batidora de Smoothie y Picadora 600 ml Rojo y Negro Medida15 x 13 x 28 cm,44,blender,100,1,"blender(id44,100%,title)"
B073P562C6,"Lenco BT-191 Stereo portable speaker 7W Pink - Portable Speakers (2.0 channels, 7 W, Wired & Wireless, Stereo portable speaker, Pink, Splash proof)",10;601;1,portable speaker|outdoor speaker|bluetooth speaker,100;60;50,3,"portable speaker(id10,100%,title) | outdoor speaker(id601,60%,body) | bluetooth speaker(id1,50%,body)"
B073SNK2DR,"Lenco DVP-928 Portable DVD player 9"" 800 x 480Pixel Nero lettore DVD/Blu-Ray portatile",108,portable dvd player,100,1,"portable dvd player(id108,100%,title)"
B074H2STPQ,Alecto BC-100 - Slaaptrainer Kind - Kinderwekker voor Slaaptraining - Nachtlamp en Educatieve Digitale Wekker - Wit,413;404,alarm clock|night light,100;50,2,"alarm clock(id413,100%,title) | night light(id404,50%,body)"
B075SJ982T,Revo SuperCD,126;129;128,cd player|internet radio|dab+ radio,100;100;80,3,"cd player(id126,100%,body) | internet radio(id129,100%,body) | dab+ radio(id128,80%,body)"
B075SJT8XY,Revo SuperCD,126;129;128,cd player|internet radio|dab+ radio,100;100;80,3,"cd player(id126,100%,body) | internet radio(id129,100%,body) | dab+ radio(id128,80%,body)"
B075V1LZDX,PROFOON PDX-1100,,,,0,
B075V2765R,Combiné téléphonique DECT pour personnes âgées avec répondeur Fysic FX-8025,,,,0,
B075V3KDH7,Huistelefoon - Draadloos - 3 handsets,,,,0,
B075V7VFN7,"Coffret de 33 Classic Phono TT Plaque Joueur de Style rétro, Surface en Cuir synthétique, entrée AUX, RCA Line Sortie Bleu",,,,0,
B075WC89HR,"Ices IBT-6 40W Multi Haut-Parleur - Hauts-parleurs (avec Fil &sans Fil, 40 W, Multi)",102;130,portable radio|tuner,100;50,2,"portable radio(id102,100%,body) | tuner(id130,50%,body)"
B076FH5R2S,Alecto Baby Luisteren Outdoor,,,,0,
B076HTDRPN,Lenco L-30BK - Plattenspieler - Schallplattenspieler - Vinyl Player,122;2;673,record player|speakers|preamplifier,100;50;50,3,"record player(id122,100%,title) | speakers(id2,50%,body) | preamplifier(id673,50%,body)"
B076HW9HVH,Lenco L-30WD - USB Plattenspieler - Schallplattenspieler - Vinyl Player,122;2;673,record player|speakers|preamplifier,100;50;50,3,"record player(id122,100%,title) | speakers(id2,50%,body) | preamplifier(id673,50%,body)"
B077BYQZT1,Alecto 100% storingsvrije babyhoofdtelefoon,404,night light,100,1,"night light(id404,100%,body)"
B077GS6MK3,Lenco DVP-1010BK - DVD Player - Tragbarer DVD Player - DVD Player Tragbar,108,portable dvd player,100,1,"portable dvd player(id108,100%,title)"
B077HQ6BS1,"Lenco DVP-910 DVD-speler met USB, 9 inch Dvd Player DVP-910BU",108;104;254,portable dvd player|portable cd player|usb stick,100;86;71,3,"portable dvd player(id108,100%,body) | portable cd player(id104,86%,body) | usb stick(id254,71%,body)"
B077HS1GFC,Lenco DVP-910PK - DVD Player - Tragbarer DVD Player - DVD Player Tragbar,108,portable dvd player,100,1,"portable dvd player(id108,100%,title)"
B077K5WQKB,"ALECTO WS-1050 Digitaal weerstation, wit, 14 x 2 x 12 cm",224;171,aaa batteries|weather station,100;80,2,"aaa batteries(id224,100%,body) | weather station(id171,80%,title)"
B077V1HS15,Lenco DAR-015 Wood - Personale Digitale Legno,,,,0,
B077V78LDS,"Lenco MC-020, Compacte Stereo Installatie Met Bluetooth, USB En Fm-Radio (Wekfunctie, USB-Oplader, Aux, Koptelefoonaansluiting) 2 X 5 Watt (Rms), Tags",123,stereo system,100,1,"stereo system(id123,100%,title)"
B077V7RLCV,"Lenco Stereoanlage MC-020 Kompaktanlage mit Bluetooth, USB und UKW-Radio (Weckfunktion, USB-Lader, Aux, Kopfhörerbuchse) 2 x 5 Watt (RMS), Princess",137;123;127,hifi set|stereo system|radio,100;80;80,3,"hifi set(id137,100%,body) | stereo system(id123,80%,title) | radio(id127,80%,title)"
B078TT2MR5,"Lenco PA-90 Altavoz Portátil Bluetooth con Ruedas, Negro",10;1;679;320;521,portable speaker|bluetooth speaker|PA speaker|gaming microphone|gaming laptop,100;80;80;60;60,5,"portable speaker(id10,100%,title) | bluetooth speaker(id1,80%,title) | PA speaker(id679,80%,title) | gaming microphone(id320,60%,body) | gaming laptop(id521,60%,body)"
B0798DGGXT,"Lenco CR-550 Horloge Numérique Noir Radio portable - Radios portables (Horloge, Numérique, FM, LED, 3,05 cm (1.2""), Noir)",102;414,portable radio|clock radio,100;50,2,"portable radio(id102,100%,title) | clock radio(id414,50%,body)"
B079JC28K2,Alecto AL-DBX88 Intercom met nachtlampje,404,night light,100,1,"night light(id404,100%,title)"
B079NX45YS,"Lenco SCD-37 - CD-Player für Kinder - CD-Radio - Stereoanlage - Boombox - UKW Radiotuner - USB Anschluss - MP3 - 2 x 1,5 W RMS-Leistung - Netz- und Batteriebetrieb - Silber, SCD-37 USB Silver",119;103;104,kids cd player|mp3 player|portable cd player,100;67;58,3,"kids cd player(id119,100%,title) | mp3 player(id103,67%,title) | portable cd player(id104,58%,body)"
B079QX5QBS,"Lenco 810080 dvl-1962 - HD led-TV - 18,5 Pulgadas - dvb t2 - DVD - Adaptador Auto - Negro",,,,0,
B079QX5RLT,"Lenco DVL-1662 DVB-t2 HD LED-TV 16"" DVD Adaptateur voiture Noir",231;238,tv wall mount|vesa mount,100;67,2,"tv wall mount(id231,100%,body) | vesa mount(id238,67%,body)"
B07BGKZM7N,Profoon TX-560 snoer. telefoon grote fototoetsen zwart,441,senior phone,100,1,"senior phone(id441,100%,body)"
B07BJTKMMW,"Lenco SCD-100 BK Lecteur CD Portable avec Lecteur MP3 Bluetooth (USB, Lecteur de Carte SD, AUX, Port Casque) Noir/argenté",117;104;250;273;27;277,mp3 player with bluetooth|portable cd player|card reader|sd card|bluetooth headphones|memory card reader,100;88;88;62;50;50,6,"mp3 player with bluetooth(id117,100%,title) | portable cd player(id104,88%,title) | card reader(id250,88%,title) | sd card(id273,62%,title) | bluetooth headphones(id27,50%,title) | memory card reader(id277,50%,body)"
B07BJTL4YL,"Lenco Chaîne stéréo compacte MC-150 avec Dab+, Radio FM, Lecteur CD/MP3, Bluetooth et USB, télécommande, 2 x 10 W Noir",117;123;126;128,mp3 player with bluetooth|stereo system|cd player|dab+ radio,100;62;62;62,4,"mp3 player with bluetooth(id117,100%,title) | stereo system(id123,62%,title) | cd player(id126,62%,title) | dab+ radio(id128,62%,title)"
B07BNQMMD5,"Lenco Radio numérique Vintage Dab+ PDR-050 avec Bluetooth, Radio FM PLL et écran RDS/LCD Rouge",128;526;218,dab+ radio|subwoofer|rechargeable batteries,100;75;50,3,"dab+ radio(id128,100%,title) | subwoofer(id526,75%,body) | rechargeable batteries(id218,50%,body)"
B07BNX951D,Lenco DVP-901BK - DVD Player - Tragbarer DVD Player - DVD Player Tragbar,108,portable dvd player,100,1,"portable dvd player(id108,100%,title)"
B07D3DDVNB,Lenco Xemio-768 Lecteur MP3 MP4 avec carte micro SD 8 Go et écouteurs Bluetooth Vert,117;270;112;640,mp3 player with bluetooth|micro sd card|mp4 player|external card reader,100;88;50;50,4,"mp3 player with bluetooth(id117,100%,title) | micro sd card(id270,88%,title) | mp4 player(id112,50%,title) | external card reader(id640,50%,body)"
B07D3DGC6X,Lenco Xemio-768 Lecteur MP3/MP4 avec carte micro SD 8 Go écouteurs intra-auriculaires et Bluetooth Rose,117;28;270;112;640,mp3 player with bluetooth|in-ear earbuds|micro sd card|mp4 player|external card reader,100;88;88;50;50,5,"mp3 player with bluetooth(id117,100%,title) | in-ear earbuds(id28,88%,title) | micro sd card(id270,88%,title) | mp4 player(id112,50%,title) | external card reader(id640,50%,body)"
B07D3DHZFQ,Lenco Xemio-768 Lecteur MP3/MP4 avec carte micro SD 8 Go Écouteurs intra-auriculaires et Bluetooth Bleu,117;28;270;112;640,mp3 player with bluetooth|in-ear earbuds|micro sd card|mp4 player|external card reader,100;88;88;50;50,5,"mp3 player with bluetooth(id117,100%,title) | in-ear earbuds(id28,88%,title) | micro sd card(id270,88%,title) | mp4 player(id112,50%,title) | external card reader(id640,50%,body)"
B07D5G9S4H,"Lenco DVBT2 Télévision TFT-1038 TV portable 10"" HD LED TV avec DVB-T2, antenne, adaptateur 12 V, bloc d'alimentation, HDMI, blanc",40,headphones for tv,100,1,"headphones for tv(id40,100%,body)"
B07DKGQNYY,"Lenco Xemio-668 Negro, Reproductor de MP3/MP4, Tarjeta de Memoria Micro SD de 8 GB, Pantalla a Color de 1,8"", Carcasa Robusta, Micro USB, Auriculares, Negro",103;112;270;117;254,mp3 player|mp4 player|micro sd card|mp3 player with bluetooth|usb stick,100;86;86;71;57,5,"mp3 player(id103,100%,title) | mp4 player(id112,86%,title) | micro sd card(id270,86%,title) | mp3 player with bluetooth(id117,71%,body) | usb stick(id254,57%,title)"
B07DKLKJ5T,Lenco LBT-120BK - BK Plattenspieler - Schallplattenspieler - Vinyl Player,122;123;673,record player|stereo system|preamplifier,100;50;50,3,"record player(id122,100%,title) | stereo system(id123,50%,body) | preamplifier(id673,50%,body)"
B07DKM5FXK,"Lenco Draagbare dvd-speler DVP-947BK 9 inch (22,5 cm), Bluetooth hoofdtelefoon, hoofdsteunbevestiging",108;117,portable dvd player|mp3 player with bluetooth,100;57,2,"portable dvd player(id108,100%,title) | mp3 player with bluetooth(id117,57%,body)"
B07DQ2YTN1,Lenco CD-200 - CD-Player - Auch für Kinder - Discman - Tragbar,119,kids cd player,100,1,"kids cd player(id119,100%,title)"
B07DQ2Z3GP,Lenco CD-010 - CD-Player - auch für Kinder - Discman - Tragbar - CD Spieler,119;104,kids cd player|portable cd player,100;58,2,"kids cd player(id119,100%,title) | portable cd player(id104,58%,body)"
